COD_DISCIPLINA;NOME_DISCIPLINA;COD_TURMA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;TIPO_AULA;COD_CURSO;NOME_DEPTO;PERIODO

Bmed001;Seminários em Biomedicina I;A;35;3ª feira;11:30:00;12:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed003;Seminários em Biomedicina III;A;35;3ª feira;11:30:00;12:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed005;Trabalho de Conclusão de Curso I;A;30;;;;;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed006;Trabalho de Conclusão de Curso II;A;20;;;;;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed007;Estágio Supervisionado I;A;30;;;;;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed008;Estágio Supervisionado II;A;20;;;;;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed009;Representação e Análise de Dados e Fenômenos I;AC;25;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed009;Representação e Análise de Dados e Fenômenos I;AC;25;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed009;Representação e Análise de Dados e Fenômenos I;BC;25;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed009;Representação e Análise de Dados e Fenômenos I;BC;25;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BA;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BA;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BF;8;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BF;8;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BG;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BG;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BP;8;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BP;8;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BT;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed010;Iniciação à Pesquisa I;BT;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BA;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BA;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BF;7;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BF;7;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BG;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BG;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BP;7;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BP;7;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BT;5;6ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed012;Iniciação à Pesquisa III;BT;5;6ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed015;Ação Educativa em Biomedicina I;A;17;4ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed015;Ação Educativa em Biomedicina I;A;17;4ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed015;Ação Educativa em Biomedicina I;B;18;4ª feira;13:30:00;15:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed015;Ação Educativa em Biomedicina I;B;18;4ª feira;15:30:00;17:30:00;Prática;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
Bmed017;Bioética;A;35;3ª feira;14:30:00;17:30:00;Teórica;46A;Coordenação do Curso de Biomedicina;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M1C;25;4ª feira;07:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M1C;25;2ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M1C;25;2ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M2C;25;4ª feira;07:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M2C;25;2ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M2C;25;2ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M3C;24;4ª feira;07:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M3C;24;2ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;M3C;24;2ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N1C;31;5ª feira;18:30:00;20:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N1C;31;2ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N1C;31;5ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N1C;31;2ª feira;21:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N2C;31;5ª feira;18:30:00;20:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N2C;31;5ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N2C;31;2ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N2C;31;2ª feira;21:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N3C;31;5ª feira;18:30:00;20:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N3C;31;5ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N3C;31;2ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO005;Biologia Celular e Farmacologia;N3C;31;2ª feira;21:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M1C;20;6ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M1C;20;6ª feira;08:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M2C;20;6ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M2C;20;6ª feira;08:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M3C;20;6ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M3C;20;6ª feira;08:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M4C;20;6ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;M4C;20;6ª feira;08:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N1C;20;Sábado;07:30:00;08:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N1C;20;Sábado;08:30:00;12:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N2C;20;Sábado;07:30:00;08:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N2C;20;Sábado;08:30:00;12:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N3C;18;Sábado;07:30:00;08:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N3C;18;Sábado;08:30:00;12:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N4C;19;Sábado;07:30:00;08:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N4C;19;Sábado;08:30:00;12:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N5C;20;Sábado;07:30:00;08:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO006;Biologia de Campo I;N5C;20;Sábado;08:30:00;12:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M1;30;3ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M1;30;3ª feira;08:30:00;10:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M1;30;4ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M2;30;3ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M2;30;3ª feira;08:30:00;10:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;M2;30;4ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N1;30;4ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N1;30;5ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N1;30;5ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N2;30;4ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N2;30;5ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO011;Ecologia Básica;N2;30;5ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO012;Seminário II;M;60;6ª feira;11:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO012;Seminário II;N;62;6ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO014;Seminário III;M1;30;3ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO014;Seminário III;M2;30;5ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO014;Seminário III;N1;30;3ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO014;Seminário III;N2;30;5ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;M1;25;3ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;M1;25;2ª feira;10:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;M2;25;3ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;M2;25;2ª feira;10:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;N1;26;3ª feira;18:30:00;20:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;N1;26;2ª feira;21:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;N2;27;3ª feira;18:30:00;20:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO018;Biologia Molecular para Biologia;N2;27;2ª feira;21:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;M1;25;5ª feira;07:30:00;09:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;M1;25;5ª feira;09:30:00;11:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;M2;25;5ª feira;07:30:00;09:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;M2;25;5ª feira;09:30:00;11:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;N1;25;5ª feira;19:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;N1;25;5ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;N2;25;5ª feira;19:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO019;Métodos em Biologia Comparada;N2;25;5ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO020;Evolução Molecular;M;25;4ª feira;10:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO020;Evolução Molecular;M;25;6ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO020;Evolução Molecular;N(M);10;4ª feira;10:30:00;12:30:00;;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO020;Evolução Molecular;N(M);10;6ª feira;10:30:00;12:30:00;;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO022;Biologia da Conservação;M;25;3ª feira;07:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO022;Biologia da Conservação;M;25;5ª feira;11:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO022;Biologia da Conservação;N;25;5ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO022;Biologia da Conservação;N;25;3ª feira;20:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO023;Coleções Biológicas e Taxonomia;MB;15;4ª feira;09:30:00;10:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO023;Coleções Biológicas e Taxonomia;MB;15;4ª feira;10:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO023;Coleções Biológicas e Taxonomia;NB;16;4ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO023;Coleções Biológicas e Taxonomia;NB;16;4ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;M;25;2ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;M;25;2ª feira;08:30:00;10:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;M;25;6ª feira;09:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;M;25;6ª feira;10:30:00;12:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;N;30;2ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;N;30;2ª feira;19:30:00;21:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;N;30;6ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO024;Ecologia de Populações e Comunidades;N;30;6ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;M;30;3ª feira;07:30:00;08:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;M;30;3ª feira;08:30:00;10:30:00;Prática;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;M;30;5ª feira;11:30:00;12:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;N;30;5ª feira;18:30:00;19:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;N;30;3ª feira;20:30:00;21:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO025;Sistemática Filogenética;N;30;3ª feira;21:30:00;23:30:00;Prática;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO026;Estágio Supervisionado em Biologia I;M;0;;;;;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO026;Estágio Supervisionado em Biologia I;N;0;;;;;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO027;Estágio Supervisionado em Biologia II;M;0;;;;;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO027;Estágio Supervisionado em Biologia II;N;0;;;;;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO028;Estágio Supervisionado em Biologia;M;0;;;;;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO028;Estágio Supervisionado em Biologia;N;0;;;;;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO030;Metodologia Científica em Biologia;MC;73;5ª feira;07:30:00;10:30:00;Teórica;31C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
BIO030;Metodologia Científica em Biologia;NC;90;4ª feira;20:30:00;23:30:00;Teórica;45C;Coordenação do Curso de Ciências Biológicas;1o. Semestre de 2017
CEF002;Projetos Integrados A;LG;20;4ª feira;11:30:00;13:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF002;Projetos Integrados A;RE;30;Sábado;07:30:00;09:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF002;Projetos Integrados A;RV;22;Sábado;07:30:00;09:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF002;Projetos Integrados A;SD;22;Sábado;07:30:00;09:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF004;Projetos Integrados C;MG;38;Sábado;09:30:00;11:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF004;Projetos Integrados C;MR;15;Sábado;09:30:00;11:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF004;Projetos Integrados C;RE;30;Sábado;09:30:00;11:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF004;Projetos Integrados C;RG;21;Sábado;09:30:00;11:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CEF004;Projetos Integrados C;SA;20;4ª feira;11:30:00;13:30:00;Estágio;38C;Coordenação do Curso de Educação Física;1o. Semestre de 2017
CFISIO001;PANORAMAS DA FISIOTERAPIA NO BRASIL E NO MUNDO;AC;50;5ª feira;07:30:00;09:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO002;RECONHECIMENTO PROFISSIONAL EM SAÚDE;AC;25;5ª feira;09:30:00;10:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO002;RECONHECIMENTO PROFISSIONAL EM SAÚDE;AC;25;5ª feira;10:30:00;11:30:00;Campo - (CP);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO002;RECONHECIMENTO PROFISSIONAL EM SAÚDE;BC;25;5ª feira;09:30:00;10:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO002;RECONHECIMENTO PROFISSIONAL EM SAÚDE;BC;25;5ª feira;11:30:00;12:30:00;Campo - (CP);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO003;RECURSOS TERAPÊUTICOS COMPLEMENTARES;AC;25;5ª feira;12:30:00;13:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO003;RECURSOS TERAPÊUTICOS COMPLEMENTARES;AC;25;5ª feira;13:30:00;14:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO003;RECURSOS TERAPÊUTICOS COMPLEMENTARES;BC;25;5ª feira;12:30:00;13:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO003;RECURSOS TERAPÊUTICOS COMPLEMENTARES;BC;25;5ª feira;14:30:00;15:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO004;DESENVOLVIMENTO BIO-PSICO-SOCIAL;AC;50;4ª feira;15:30:00;17:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO005;ÉTICA E DEONTOLOGIA EM FISIOTERAPIA;AC;50;5ª feira;15:30:00;17:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO008;AVALIAÇÃO FISIOTERAPÊUTICA II;A;25;2ª feira;15:30:00;16:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO008;AVALIAÇÃO FISIOTERAPÊUTICA II;A;25;2ª feira;16:30:00;17:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO008;AVALIAÇÃO FISIOTERAPÊUTICA II;B;25;2ª feira;15:30:00;16:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO008;AVALIAÇÃO FISIOTERAPÊUTICA II;B;25;2ª feira;17:30:00;18:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO009;CINESIOFUNCIONAL;A;25;2ª feira;13:30:00;15:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO009;CINESIOFUNCIONAL;A;25;4ª feira;13:30:00;15:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO009;CINESIOFUNCIONAL;B;25;2ª feira;13:30:00;15:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO009;CINESIOFUNCIONAL;B;25;4ª feira;15:30:00;17:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO010;RECURSOS TERMOFOTOTERAPÊUTICOS;A;21;3ª feira;08:30:00;10:30:00;Padrão - (PD);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
CFISIO010;RECURSOS TERMOFOTOTERAPÊUTICOS;A;21;3ª feira;10:30:00;12:30:00;Laboratório - (LB);160A;Coordenação do Curso de Fisioterapia;1o. Semestre de 2017
